method,latent_mass_success,mean_mass,mean_set_size,singleton,full_set,seed,m,ncal,ntest,k,q_mass,alpha,delta,regime,sigma
random_rater_cp,0.9396666666666667,0.8450203643514745,2.712666666666667,0.15433333333333332,0.0,2026084560,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.918,0.8131327114211772,2.577,0.17066666666666666,0.0,2026084560,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.958,0.8757194358304298,2.868333333333333,0.131,0.0,2026084561,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9806666666666667,0.9158751267885797,3.150333333333333,0.07533333333333334,0.0,2026084561,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9523333333333334,0.8665256363593776,2.8256666666666668,0.13833333333333334,0.0,2026084561,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.969,0.88920855220262,2.9623333333333335,0.109,0.0,2026084562,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.969,0.88920855220262,2.9623333333333335,0.109,0.0,2026084562,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.937,0.8340745041179092,2.674,0.161,0.0,2026084562,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9403333333333334,0.8472999755644407,2.7216666666666667,0.154,0.0,2026084563,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9533333333333334,0.8695431943683143,2.8333333333333335,0.137,0.0,2026084563,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9353333333333333,0.8379462524519927,2.6736666666666666,0.16333333333333333,0.0,2026084563,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9656666666666667,0.8936838471312505,2.9753333333333334,0.106,0.0,2026084564,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.975,0.9083383850257797,3.065,0.09166666666666666,0.0,2026084564,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.955,0.8718203825261438,2.8396666666666666,0.133,0.0,2026084564,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.955,0.8712191686196732,2.8726666666666665,0.12166666666666667,0.0,2026084565,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9683333333333334,0.8931154678888372,2.991,0.1,0.0,2026084565,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.951,0.8597355287133354,2.7993333333333332,0.13966666666666666,0.0,2026084565,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9726666666666667,0.8987763872880266,2.9863333333333335,0.10233333333333333,0.0,2026084566,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9803333333333333,0.91338136749233,3.0906666666666665,0.08166666666666667,0.0,2026084566,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.94,0.8388674593185019,2.662333333333333,0.156,0.0,2026084566,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.938,0.8531036857737692,2.7543333333333333,0.148,0.0,2026084567,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9666666666666667,0.8991427583454579,2.998666666666667,0.09866666666666667,0.0,2026084567,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9253333333333333,0.830390133037555,2.64,0.16766666666666666,0.0,2026084567,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.961,0.8808701081265174,2.934,0.11366666666666667,0.0,2026084568,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9613333333333334,0.8816145415707171,2.939,0.11333333333333333,0.0,2026084568,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.95,0.8621198437717561,2.8433333333333333,0.12733333333333333,0.0,2026084568,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9606666666666667,0.8779164603552214,2.8906666666666667,0.125,0.0,2026084569,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9753333333333334,0.9050642908261644,3.0633333333333335,0.09366666666666666,0.0,2026084569,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9593333333333334,0.875547504705507,2.8773333333333335,0.12733333333333333,0.0,2026084569,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.952,0.8662092428019814,2.841,0.132,0.0,2026084570,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9546666666666667,0.8725877129254277,2.8836666666666666,0.123,0.0,2026084570,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.922,0.8162660260778034,2.6003333333333334,0.17066666666666666,0.0,2026084570,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9736666666666667,0.8983029719835025,2.993333333333333,0.10133333333333333,0.0,2026084571,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9776666666666667,0.9061765605017086,3.0446666666666666,0.089,0.0,2026084571,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9623333333333334,0.8751931217095289,2.8526666666666665,0.13133333333333333,0.0,2026084571,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9473333333333334,0.8563461633151478,2.767,0.15233333333333332,0.0,2026084572,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9543333333333334,0.8688847801759166,2.83,0.14266666666666666,0.0,2026084572,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9263333333333333,0.8257984974984086,2.634333333333333,0.172,0.0,2026084572,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9643333333333334,0.8850241730346049,2.909666666666667,0.126,0.0,2026084573,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9853333333333333,0.9242144563336533,3.173,0.06866666666666667,0.0,2026084573,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.937,0.837977291383032,2.6816666666666666,0.17166666666666666,0.0,2026084573,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9826666666666667,0.9181418579890386,3.1216666666666666,0.08566666666666667,0.0,2026084574,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9863333333333333,0.9245305727634727,3.175666666666667,0.07133333333333333,0.0,2026084574,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9596666666666667,0.8796804792578787,2.893666666666667,0.12833333333333333,0.0,2026084574,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.963,0.8865126609040376,2.977,0.11,0.0,2026084575,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9666666666666667,0.8930035524190801,3.008,0.103,0.0,2026084575,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.944,0.8508981394448328,2.771,0.13966666666666666,0.0,2026084575,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9643333333333334,0.8788209558089048,2.8793333333333333,0.12166666666666667,0.0,2026084576,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9713333333333334,0.8948789919293949,2.9833333333333334,0.10366666666666667,0.0,2026084576,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9566666666666667,0.8648837138023082,2.8073333333333332,0.133,0.0,2026084576,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9293333333333333,0.8292898071995101,2.5913333333333335,0.185,0.0,2026084577,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9476666666666667,0.8617039142141345,2.7493333333333334,0.15633333333333332,0.0,2026084577,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9126666666666666,0.8011071170107489,2.4636666666666667,0.207,0.0,2026084577,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9753333333333334,0.9054487844549197,3.0476666666666667,0.09366666666666666,0.0,2026084578,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.977,0.9086351577434939,3.068,0.08833333333333333,0.0,2026084578,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9636666666666667,0.8843153851651062,2.9193333333333333,0.119,0.0,2026084578,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9626666666666667,0.8857708459684268,2.923,0.11633333333333333,0.0,2026084579,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.976,0.9073558816669711,3.0576666666666665,0.09566666666666666,0.0,2026084579,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9466666666666667,0.8581522300927974,2.7783333333333333,0.13766666666666666,0.0,2026084579,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9616666666666667,0.8768544786591264,2.8636666666666666,0.12966666666666668,0.0,2026084580,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9616666666666667,0.8768544786591264,2.8636666666666666,0.12966666666666668,0.0,2026084580,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9406666666666667,0.8407052695009134,2.682,0.15833333333333333,0.0,2026084580,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9756666666666667,0.9081536942242662,3.058666666666667,0.093,0.0,2026084581,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9903333333333333,0.9352102433739916,3.2853333333333334,0.052333333333333336,0.0,2026084581,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9396666666666667,0.846738230556868,2.724666666666667,0.151,0.0,2026084581,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9756666666666667,0.907579552260575,3.050333333333333,0.09333333333333334,0.0,2026084582,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9833333333333333,0.923021608280859,3.1656666666666666,0.065,0.0,2026084582,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.956,0.8748039949430003,2.872,0.12166666666666667,0.0,2026084582,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9383333333333334,0.8364681423862724,2.6446666666666667,0.17133333333333334,0.0,2026084583,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9653333333333334,0.8861309526720349,2.9133333333333336,0.11666666666666667,0.0,2026084583,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9346666666666666,0.8293540937822588,2.6113333333333335,0.17533333333333334,0.0,2026084583,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.977,0.9043240833817858,3.0816666666666666,0.08233333333333333,0.0,2026084584,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9763333333333334,0.902818962337203,3.0723333333333334,0.08466666666666667,0.0,2026084584,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.952,0.8573154574763985,2.7983333333333333,0.141,0.0,2026084584,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.955,0.8616918352728972,2.8026666666666666,0.14733333333333334,0.0,2026084585,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9763333333333334,0.9027475590932151,3.046,0.09033333333333333,0.0,2026084585,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.949,0.8517084141850201,2.751,0.15966666666666668,0.0,2026084585,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9653333333333334,0.887970971810462,2.9266666666666667,0.119,0.0,2026084586,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.978,0.9123779489165975,3.098,0.091,0.0,2026084586,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9443333333333334,0.8498691675457243,2.727,0.15533333333333332,0.0,2026084586,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9696666666666667,0.8976393962895934,3.0206666666666666,0.097,0.0,2026084587,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9793333333333333,0.9143855541579266,3.1296666666666666,0.076,0.0,2026084587,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9583333333333334,0.8745947718312982,2.8743333333333334,0.12966666666666668,0.0,2026084587,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.959,0.8739147837232845,2.844,0.14133333333333334,0.0,2026084588,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9723333333333334,0.8990378924176603,2.9926666666666666,0.11133333333333334,0.0,2026084588,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9383333333333334,0.8384806474304068,2.6723333333333334,0.16366666666666665,0.0,2026084588,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.978,0.9115788972000352,3.1046666666666667,0.08233333333333333,0.0,2026084589,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9716666666666667,0.8995652631286554,3.028,0.09733333333333333,0.0,2026084589,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.946,0.8559255273626237,2.7893333333333334,0.13933333333333334,0.0,2026084589,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9423333333333334,0.8447268569258467,2.6973333333333334,0.157,0.0,2026084590,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.967,0.8892383714019879,2.9396666666666667,0.11366666666666667,0.0,2026084590,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.941,0.842461181646549,2.6856666666666666,0.15866666666666668,0.0,2026084590,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.961,0.8822104718180683,2.877,0.126,0.0,2026084591,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.961,0.8829241050629361,2.888,0.12366666666666666,0.0,2026084591,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9386666666666666,0.8423764275894701,2.6823333333333332,0.15833333333333333,0.0,2026084591,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9706666666666667,0.8981672280913353,2.9923333333333333,0.09966666666666667,0.0,2026084592,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9846666666666667,0.9245153289073506,3.185,0.06366666666666666,0.0,2026084592,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9593333333333334,0.876163059941864,2.8676666666666666,0.12433333333333334,0.0,2026084592,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9666666666666667,0.8953469495804832,3.032,0.09833333333333333,0.0,2026084593,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9753333333333334,0.9094786677290758,3.1266666666666665,0.08,0.0,2026084593,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9396666666666667,0.84661393721404,2.75,0.148,0.0,2026084593,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9796666666666667,0.9104153866796489,3.077,0.08366666666666667,0.0,2026084594,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9796666666666667,0.9109903867647948,3.0856666666666666,0.083,0.0,2026084594,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9473333333333334,0.8542753975774747,2.757,0.14866666666666667,0.0,2026084594,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9556666666666667,0.8671765552730485,2.84,0.13533333333333333,0.0,2026084595,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.979,0.9080024093574777,3.066,0.08733333333333333,0.0,2026084595,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9173333333333333,0.7996209766384845,2.5193333333333334,0.18533333333333332,0.0,2026084595,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9623333333333334,0.8804049791548973,2.8793333333333333,0.131,0.0,2026084596,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9616666666666667,0.8792386362471349,2.8733333333333335,0.13233333333333333,0.0,2026084596,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9486666666666667,0.8552357040367968,2.7483333333333335,0.15533333333333332,0.0,2026084596,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9656666666666667,0.8871148682462517,2.9343333333333335,0.12266666666666666,0.0,2026084597,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.976,0.9051920592478473,3.0383333333333336,0.09866666666666667,0.0,2026084597,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9356666666666666,0.8428920734320976,2.719333333333333,0.159,0.0,2026084597,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9523333333333334,0.8684401925325842,2.833,0.134,0.0,2026084598,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9836666666666667,0.9211745957132278,3.1456666666666666,0.073,0.0,2026084598,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9276666666666666,0.8233676667474695,2.598,0.175,0.0,2026084598,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9596666666666667,0.8795117283710985,2.8873333333333333,0.126,0.0,2026084599,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9663333333333334,0.8920785383749164,2.9616666666666664,0.10866666666666666,0.0,2026084599,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9353333333333333,0.8348279067399411,2.6626666666666665,0.165,0.0,2026084599,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9573333333333334,0.8696963487343663,2.8386666666666667,0.13266666666666665,0.0,2026084600,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.969,0.8932239216082395,2.9783333333333335,0.101,0.0,2026084600,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9406666666666667,0.8407301101623962,2.691666666666667,0.15866666666666668,0.0,2026084600,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.981,0.9138737776810602,3.099,0.088,0.0,2026084601,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.986,0.9236023347784833,3.17,0.07266666666666667,0.0,2026084601,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.957,0.8713226067651978,2.844,0.12933333333333333,0.0,2026084601,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9493333333333334,0.8656756791146595,2.791333333333333,0.135,0.0,2026084602,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9553333333333334,0.8763826743186534,2.849666666666667,0.12533333333333332,0.0,2026084602,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9386666666666666,0.8486126405395704,2.7093333333333334,0.15066666666666667,0.0,2026084602,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.969,0.8925181801362981,2.9503333333333335,0.11966666666666667,0.0,2026084603,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.969,0.8925181801362981,2.9503333333333335,0.11966666666666667,0.0,2026084603,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9516666666666667,0.8653892644652754,2.811,0.146,0.0,2026084603,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9636666666666667,0.8848573938184006,2.914,0.11766666666666667,0.0,2026084604,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9663333333333334,0.8889817867391606,2.9396666666666667,0.11133333333333334,0.0,2026084604,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9366666666666666,0.8385849083475461,2.6863333333333332,0.16433333333333333,0.0,2026084604,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.949,0.8629946557329972,2.841,0.12166666666666667,0.0,2026084605,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.972,0.9016124833121175,3.0686666666666667,0.08,0.0,2026084605,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9266666666666666,0.8197625656239652,2.6173333333333333,0.16166666666666665,0.0,2026084605,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9576666666666667,0.8795712830004089,2.882,0.12666666666666668,0.0,2026084606,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.975,0.9067447160598303,3.024,0.101,0.0,2026084606,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9383333333333334,0.8456175579239212,2.715333333333333,0.15266666666666667,0.0,2026084606,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.951,0.8660546051850622,2.8226666666666667,0.13766666666666666,0.0,2026084607,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9783333333333334,0.911303771371641,3.0873333333333335,0.08566666666666667,0.0,2026084607,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.923,0.8182964049718104,2.5833333333333335,0.17766666666666667,0.0,2026084607,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.967,0.8888963310846545,2.917333333333333,0.127,0.0,2026084608,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9753333333333334,0.9070114846689484,3.0566666666666666,0.09166666666666666,0.0,2026084608,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9463333333333334,0.8563351953809551,2.7576666666666667,0.15733333333333333,0.0,2026084608,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9666666666666667,0.8891490397533182,2.9636666666666667,0.111,0.0,2026084609,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9763333333333334,0.9056469551525715,3.0563333333333333,0.09433333333333334,0.0,2026084609,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9513333333333334,0.8608306234999421,2.824666666666667,0.137,0.0,2026084609,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.966,0.892735531695867,2.975,0.10766666666666666,0.0,2026084610,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9726666666666667,0.9035638245661544,3.0383333333333336,0.09533333333333334,0.0,2026084610,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9396666666666667,0.8462937466581182,2.728,0.15133333333333332,0.0,2026084610,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9643333333333334,0.8845036010672702,2.9466666666666668,0.11433333333333333,0.0,2026084611,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.987,0.9254389967126251,3.226,0.058333333333333334,0.0,2026084611,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9536666666666667,0.8652728833734303,2.839,0.135,0.0,2026084611,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9786666666666667,0.9088122157104175,3.0766666666666667,0.093,0.0,2026084612,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9786666666666667,0.9088122157104175,3.0766666666666667,0.093,0.0,2026084612,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9526666666666667,0.864666632586393,2.816,0.13833333333333334,0.0,2026084612,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9603333333333334,0.881159835899742,2.9046666666666665,0.131,0.0,2026084613,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9803333333333333,0.9145212804533651,3.0973333333333333,0.095,0.0,2026084613,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9436666666666667,0.8537262603218678,2.7683333333333335,0.15133333333333332,0.0,2026084613,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9696666666666667,0.8950291768157989,2.9713333333333334,0.10766666666666666,0.0,2026084614,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9623333333333334,0.8823831637298044,2.896333333333333,0.12066666666666667,0.0,2026084614,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.9533333333333334,0.8637425751465962,2.796,0.142,0.0,2026084614,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
majority_cp,0.9686666666666667,0.8992446839228693,3.066666666666667,0.09133333333333334,0.0,2026084615,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
random_rater_cp,0.9786666666666667,0.9133508291681216,3.15,0.07366666666666667,0.0,2026084615,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
naive_panel_cp,0.947,0.8582435269159859,2.8096666666666668,0.14633333333333334,0.0,2026084615,3,300,3000,5,0.5,0.1,0.05,mixed,0.8
